USERID,Recency,Frequency,Monetary
21487,1,100,131210
21488,13,103,135848
21489,33,93,108234
21490,4,102,126530
21491,6,102,150070
21492,13,111,135812
21493,5,112,151672
21494,5,103,134674
21495,22,101,141817
21496,7,116,133558
21497,21,93,120227
21498,5,87,116811
21499,14,100,166568
21500,17,101,135481
21501,16,105,130367
21502,11,102,127187
21503,1,106,141317
21504,5,97,120205
21505,1,92,125778
21506,15,114,146047
21507,2,95,120879
21508,6,111,149687
21509,4,102,110922
21510,0,92,115060
21511,1,96,111299
21512,1,89,122941
21513,3,91,107541
21514,32,81,95616
21515,3,87,99858
21516,5,96,126884
21517,37,89,166572
21518,3,110,126177
21519,4,107,138619
21520,8,86,81131
21521,10,121,201689
21522,1,120,157619
21523,2,88,122874
21524,9,123,147560
21525,5,104,120043
21526,1,89,125863
21527,19,97,124690
21528,15,89,105623
21529,1,104,165076
21530,8,111,129438
21531,1,103,147895
21532,0,108,222855
21533,11,93,122335
21534,0,116,159798
21535,1,97,113674
21536,5,128,162059
21537,8,107,126424
21538,40,85,108235
21539,2,107,132581
21540,19,88,119598
21541,17,103,129535
21542,2,89,116482
21543,4,100,130692
21544,4,95,122692
21545,5,101,119450
21546,0,104,166577
21547,3,95,113520
21548,7,94,132845
21549,5,85,107718
21550,0,97,127031
21551,13,109,125135
21552,13,101,127975
21553,0,102,157441
21554,18,90,116383
21555,5,103,115911
21556,2,116,141258
21557,5,117,127394
21558,2,96,107818
21559,6,112,131679
21560,12,108,124352
21561,4,110,126124
21562,1,100,147537
21563,2,96,103889
21564,1,94,120745
21565,1,113,149434
21566,1,108,116896
21567,12,105,134822
21568,1,116,123969
21569,4,82,123179
21570,0,99,127446
21571,1,95,136298
21572,18,116,144945
21573,5,103,130533
21574,1,99,122881
21575,12,90,97555
21576,4,99,131214
21577,14,95,98540
21578,20,106,119282
21579,6,87,100587
21580,6,89,97238
21581,2,98,123584
21582,1,114,128997
21583,3,90,109227
21584,8,114,167912
21585,5,108,124007
21586,0,90,110666
21587,1,84,117360
21588,10,108,131384
21589,17,93,107434
21590,1,89,113596
21591,58,105,152332
21592,9,106,152853
21593,15,95,115988
21594,22,108,136306
21595,1,96,123043
21596,6,102,135528
21597,0,93,123511
21598,11,120,161463
21599,10,100,139754
21600,31,106,135048
21601,2,102,120809
21602,5,95,113286
21603,1,114,120431
21604,6,97,132797
21605,19,112,152336
21606,14,100,118129
21607,5,94,118001
21608,14,106,135767
21609,31,117,164547
21610,15,93,118117
21611,4,118,174892
21612,2,79,95001
21613,10,105,145518
21614,1,104,119812
21615,40,108,99068
21616,4,115,148869
21617,24,107,146986
21618,24,102,125643
21619,9,104,137423
21620,16,95,111785
21621,3,103,114022
21622,8,88,90518
21623,3,84,97647
21624,19,115,135689
21625,5,97,126667
21626,4,108,123861
21627,10,110,123819
21628,0,111,124467
21629,0,97,110608
21630,7,101,133871
21631,5,100,134914
21632,5,101,109294
21633,5,113,146899
21634,9,99,128124
21635,3,103,121231
21636,12,93,127541
21637,7,104,127056
21638,1,94,111262
21639,24,131,204460
21640,5,103,152684
21641,2,96,128204
21642,3,119,129635
21643,3,91,133202
21644,2,111,162894
21645,5,87,127634
21646,6,85,125220
21647,13,105,119784
21648,4,113,156526
21649,1,95,136737
21650,5,99,123779
21651,14,116,134680
21652,18,97,123942
21653,8,95,126992
21654,1,100,126516
21655,7,100,100342
21656,7,92,104498
21657,1,111,134441
21658,11,118,162304
21659,5,92,96968
21660,5,95,134239
21661,11,89,167242
21662,1,86,101063
21663,0,114,135029
21664,8,103,133510
21665,1,85,95525
21666,11,108,144611
21667,2,99,156032
21668,11,100,121919
21669,1,86,118958
21670,3,108,127053
21671,2,99,159727
21672,13,105,133435
21673,0,104,122804
21674,1,99,138477
21675,1,103,135201
21676,1,114,145417
21677,5,101,136581
21678,0,114,152954
21679,9,93,120611
21680,6,104,168226
21681,10,100,127549
21682,2,96,138560
21683,13,95,114424
21684,27,116,143691
21685,8,89,108269
21686,0,108,140246
21687,5,91,121741
21688,0,104,138402
21689,19,111,128673
21690,4,102,117409
21691,21,102,131345
21692,9,107,110221
21693,2,97,128914
21694,8,90,122953
21695,0,133,175089
21696,9,119,145373
21697,1,109,130650
21698,5,87,133377
21699,7,119,181391
21700,0,120,207279
21701,3,110,142899
21702,1,96,109786
21703,11,100,135030
21704,7,99,130858
21705,0,111,125765
21706,2,118,166347
21707,0,103,135861
21708,10,91,121705
21709,1,98,110239
21710,12,97,141007
21711,2,108,136749
21712,0,92,127394
21713,9,89,117793
21714,17,116,157521
21715,3,106,129877
21716,7,98,119635
21717,16,110,141275
21718,3,83,93458
21719,3,103,116692
21720,21,115,137661
21721,4,96,116396
21722,7,113,131466
21723,1,111,137622
21724,0,99,124234
21725,2,107,128961
21726,6,100,124457
21727,0,100,133717
21728,3,118,140969
21729,11,115,148882
21730,13,105,140361
21731,8,98,119452
21732,3,115,128363
21733,2,102,142531
21734,15,115,150364
21735,1,82,89376
21736,11,106,133541
21737,4,103,127283
21738,0,111,140797
21739,19,90,112840
21740,7,113,155210
21741,0,100,110041
21742,4,105,148091
21743,9,99,119663
21744,1,105,131552
21745,3,116,158383
21746,2,102,152576
21747,0,115,168151
21748,0,106,178266
21749,3,110,139287
21750,3,101,124917
21751,31,125,146640
21752,4,103,137771
21753,27,98,135450
21754,2,103,144710
21755,0,125,152332
21756,7,102,129416
21757,7,106,143017
21758,7,84,121972
21759,5,114,132343
21760,32,80,109838
21761,35,108,125271
21762,12,93,124623
21763,13,112,192060
21764,2,124,164067
21765,36,108,144769
21766,13,110,127369
21767,30,99,106478
21768,3,99,139147
21769,13,95,110900
21770,1,88,98881
21771,1,101,133783
21772,1,117,147680
21773,2,110,119642
21774,4,116,161069
21775,9,91,104804
21776,18,105,144922
21777,4,102,111475
21778,5,111,144357
21779,11,89,116582
21780,0,117,140854
21781,1,105,128260
21782,12,126,188536
21783,5,99,115085
21784,7,108,126779
21785,8,115,143868
21786,0,107,134752
21787,19,107,126548
21788,15,89,109053
21789,6,96,135526
21790,22,105,144380
21791,0,87,113891
21792,27,84,107416
21793,8,99,127721
21794,4,101,123372
21795,1,92,114797
21796,4,111,122804
21797,13,97,127405
21798,3,98,145660
21799,9,99,117184
21800,0,91,123326
21801,4,108,121067
21802,0,103,129928
21803,2,109,135911
21804,0,104,157589
21805,27,106,132653
21806,23,96,136428
21807,6,93,157934
21808,3,106,154891
21809,21,94,98515
21810,16,95,141656
21811,16,102,129618
21812,5,122,133292
21813,6,93,111010
21814,15,105,123665
21815,0,102,118366
21816,1,93,129385
21817,1,98,118032
21818,0,97,109138
21819,2,104,130608
21820,13,109,127699
21821,2,111,123576
21822,5,100,133324
21823,17,98,117493
21824,28,98,116345
21825,8,110,142060
21826,1,93,113741
21827,11,106,152565
21828,9,107,156077
21829,0,94,97023
21830,5,97,112512
21831,4,105,124829
21832,46,105,143061
21833,19,100,129809
21834,2,95,140032
21835,10,99,117010
21836,9,88,104592
21837,0,88,111832
21838,7,90,151399
21839,0,112,139735
21840,4,96,110730
21841,23,108,133545
21842,9,102,160544
21843,8,116,170450
21844,7,99,137710
21845,32,94,104421
21846,1,91,117282
21847,22,89,96753
21848,20,84,103902
21849,12,102,166431
21850,0,95,105661
21851,7,108,138971
21852,1,89,123019
21853,2,91,117655
21854,11,84,98781
21855,5,120,152068
21856,0,77,100824
21857,25,97,118305
21858,2,100,134231
21859,27,107,139775
21860,5,111,137428
21861,13,101,133568
21862,5,103,139187
21863,6,105,127690
21864,21,118,152042
21865,11,114,149706
21866,4,80,90797
21867,3,93,118433
21868,19,108,128136
21869,11,114,150588
21870,41,104,127158
21871,8,106,115081
21872,3,110,135362
21873,0,109,134781
21874,2,90,108016
21875,12,93,110441
21876,6,108,196030
21877,6,117,152570
21878,6,97,110841
21879,1,106,158599
21880,7,116,144058
21881,15,99,120413
21882,4,106,125006
21883,5,106,122060
21884,5,98,134790
21885,8,98,132964
21886,1,98,110151
21887,19,97,137677
21888,0,122,153266
21889,1,104,118149
21890,2,112,147334
21891,13,96,121664
21892,3,102,120438
21893,1,101,146299
21894,2,103,133137
21895,15,97,127918
21896,2,99,115479
21897,7,89,140205
21898,3,100,132816
21899,0,93,109038
21900,4,101,109502
21901,6,105,163864
21902,6,101,147451
21903,4,99,124196
21904,18,95,131189
21905,11,101,122137
21906,1,110,144654
21907,8,121,178451
21908,5,99,135298
21909,40,95,119262
21910,0,99,130952
21911,2,94,111563
21912,24,111,145862
21913,0,107,148044
21914,1,107,127065
21915,7,101,126539
21916,6,99,139350
21917,3,109,128509
21918,6,113,109619
21919,1,98,133474
21920,3,106,131184
21921,30,98,118987
21922,1,107,138426
21923,2,128,154258
21924,5,116,162543
21925,9,88,124965
21926,2,92,127409
21927,3,111,128963
21928,10,106,133174
21929,25,122,165832
21930,1,104,147357
21931,18,107,123463
21932,3,107,141662
21933,6,99,111135
21934,5,104,131871
21935,12,110,166595
21936,1,115,117753
21937,10,100,142511
21938,11,131,162018
21939,8,106,151322
21940,2,111,126482
21941,17,102,140485
21942,1,109,151867
21943,5,103,120950
21944,13,98,124191
21945,3,99,141503
21946,38,89,96795
21947,3,121,158968
21948,12,105,198254
21949,1,117,152121
21950,1,112,142895
21951,8,101,162513
21952,6,105,135687
21953,2,102,126783
21954,6,89,88103
21955,6,113,158693
21956,4,102,140362
21957,7,93,174156
21958,0,106,128251
21959,4,110,155666
21960,0,91,99127
21961,5,115,138030
21962,10,93,118114
21963,2,118,185057
21964,2,89,102012
21965,6,95,126007
21966,12,114,162072
21967,24,101,119369
21968,3,96,107244
21969,10,87,129562
21970,16,114,138815
21971,4,96,125949
21972,0,98,113308
21973,4,92,131880
21974,1,101,116986
21975,8,119,166439
21976,1,91,120547
21977,48,95,111270
21978,6,94,117689
21979,12,101,127116
21980,0,98,113143
21981,0,112,153641
21982,8,109,138897
21983,25,101,139157
21984,2,118,151391
21985,5,97,119503
21986,10,109,145215
21987,4,95,132812
21988,4,103,102820
21989,13,100,140116
21990,1,100,105768
21991,9,98,105031
21992,6,114,163624
21993,3,102,127924
21994,27,110,130194
21995,3,104,113186
21996,10,100,110732
21997,3,111,132894
21998,10,108,114457
21999,8,100,132645
22000,1,114,149405
22001,1,93,155867
22002,14,102,125641
22003,16,90,97845
22004,2,106,121903
22005,11,94,108862
22006,19,93,112624
22007,5,112,104741
22008,7,116,129277
22009,7,99,129186
22010,0,90,116694
22011,11,84,115111
22012,13,113,146833
22013,12,91,107517
22014,0,99,127160
22015,4,100,132889
22016,2,91,131659
22017,0,105,125690
22018,17,102,122846
22019,1,113,146528
22020,4,100,131949
22021,4,112,126806
22022,0,94,112226
22023,22,99,149029
22024,33,111,134526
22025,3,97,115859
22026,3,121,166768
22027,3,103,118333
22028,10,92,126014
22029,0,95,126995
22030,21,102,115879
22031,2,101,151955
22032,17,96,153364
22033,2,103,123862
22034,33,107,120394
22035,2,104,133841
22036,40,99,100578
22037,39,82,95359
22038,16,97,140097
22039,2,98,135125
22040,5,100,150725
22041,1,103,141573
22042,2,100,125864
22043,2,109,164529
22044,4,113,139470
22045,1,116,158743
22046,12,102,142277
22047,5,103,121212
22048,2,102,126963
22049,7,119,180040
22050,2,84,104048
22051,7,108,134665
22052,4,99,144883
22053,16,100,143227
22054,9,92,106299
22055,7,102,149286
22056,0,104,120694
22057,6,117,134444
22058,11,99,140455
22059,8,141,205700
22060,6,107,137347
22061,8,80,76080
22062,0,101,126247
22063,1,100,114456
22064,5,93,97437
22065,15,111,132256
22066,6,97,127884
22067,10,97,109943
22068,29,102,139447
22069,10,100,154905
22070,7,97,102439
22071,0,100,132508
22072,3,97,102117
22073,18,105,125179
22074,7,115,155656
22075,3,100,119411
22076,5,101,138433
22077,5,98,115550
22078,6,114,140658
22079,3,95,116833
22080,5,105,134352
22081,0,123,131268
22082,6,106,157494
22083,4,109,155192
22084,28,105,182896
22085,17,100,151252
22086,10,93,123036
22087,18,81,109312
22088,12,88,86001
22089,52,107,141562
22090,6,126,184773
22091,13,103,122346
22092,3,110,120776
22093,10,85,94541
22094,26,113,145330
22095,4,96,129761
22096,5,98,122743
22097,8,122,137958
22098,4,98,119608
22099,10,133,162588
22100,3,93,101824
22101,6,95,113978
22102,0,100,147394
22103,54,96,105331
22104,6,113,145876
22105,2,100,132436
22106,0,109,120370
22107,9,100,125333
22108,12,102,120739
22109,19,94,120776
22110,2,114,147406
22111,14,100,119383
22112,6,121,171301
22113,0,104,120350
22114,6,107,146258
22115,4,106,143005
22116,16,93,104419
22117,5,104,147870
22118,8,113,148881
22119,16,83,113361
22120,5,101,123794
22121,2,103,125781
22122,13,108,136111
22123,7,98,125680
22124,3,97,111145
22125,30,98,127362
22126,3,106,137408
22127,1,108,140148
22128,4,86,106239
22129,2,95,108874
22130,7,91,104858
22131,4,102,105132
22132,2,109,134063
22133,15,99,123436
22134,7,80,104048
22135,12,116,154287
22136,8,102,118789
22137,11,106,144878
22138,13,97,118896
22139,0,108,127366
22140,5,100,107028
22141,9,91,118672
22142,3,103,111596
22143,7,100,116725
22144,0,106,122940
22145,33,97,139814
22146,5,115,144346
22147,4,89,114602
22148,25,87,93240
22149,18,101,123829
22150,7,100,117734
22151,3,105,128083
22152,2,103,122849
22153,16,104,130201
22154,2,109,148977
22155,7,84,95027
22156,9,98,119773
22157,10,92,103400
22158,5,93,90917
22159,20,112,126428
22160,3,104,149107
22161,22,115,187030
22162,9,90,123045
22163,29,95,107728
22164,6,111,158055
22165,3,95,128120
22166,45,100,133478
22167,9,83,116532
22168,16,113,207500
22169,0,101,128262
22170,6,106,119409
22171,0,98,145819
22172,9,123,145318
22173,9,109,155940
22174,7,92,104105
22175,3,99,137066
22176,16,101,105278
22177,9,116,135249
22178,0,117,164691
22179,17,107,153913
22180,6,99,131634
22181,4,98,124957
22182,10,96,122283
22183,3,85,99791
22184,3,93,131581
22185,16,107,178380
22186,2,105,129773
22187,28,110,137805
22188,12,108,136569
22189,32,122,182592
22190,2,115,139062
22191,15,94,113238
22192,16,99,140348
22193,1,95,124304
22194,1,112,129235
22195,14,91,125269
22196,2,102,128696
22197,9,87,102926
22198,11,89,109519
22199,4,112,154817
22200,9,107,137310
22201,1,105,120104
22202,14,102,124472
22203,4,112,122171
22204,2,107,126399
22205,6,114,153136
22206,4,108,175021
22207,9,105,104930
22208,34,93,135361
22209,6,93,113904
22210,18,121,143736
22211,14,107,141913
22212,10,113,138251
22213,0,110,113063
22214,0,118,133486
22215,9,107,165176
22216,0,107,129763
22217,4,131,176009
22218,4,99,114138
22219,2,91,113428
22220,3,103,133694
22221,0,90,123543
22222,8,91,78843
22223,10,76,86829
22224,2,98,118678
22225,0,105,124906
22226,18,116,153735
22227,23,88,100782
22228,19,106,143383
22229,11,115,124339
22230,18,97,135218
22231,7,103,108940
22232,16,108,146800
22233,0,107,192521
22234,6,102,116577
22235,11,103,140331
22236,16,94,129605
22237,0,115,159843
22238,12,91,104849
22239,8,102,132504
22240,0,107,146876
22241,28,108,157299
22242,10,103,127885
22243,10,107,152870
22244,9,108,137909
22245,3,121,151730
22246,0,89,127776
22247,25,113,129374
22248,3,99,120642
22249,1,100,129624
22250,4,106,137790
22251,28,132,172826
22252,12,98,110534
22253,7,125,153431
22254,16,88,115996
22255,0,105,128084
22256,12,121,154916
22257,3,107,120556
22258,11,109,118083
22259,6,93,102780
22260,8,83,119317
22261,2,101,120810
22262,2,103,116958
22263,25,107,135027
22264,10,109,149823
22265,0,94,145757
22266,17,123,172731
22267,11,113,166653
22268,1,96,119213
22269,2,105,138257
22270,4,116,154580
22271,7,82,128071
22272,9,96,113461
22273,29,95,107948
22274,17,93,112463
22275,34,92,136632
22276,8,86,95333
22277,7,120,168258
22278,2,84,118646
22279,4,100,124870
22280,15,111,146053
22281,10,96,144259
22282,5,119,119120
22283,3,87,109747
22284,13,106,136397
22285,4,86,158628
22286,7,103,127249
22287,17,87,131171
22288,7,116,158466
22289,3,81,107347
22290,1,102,161029
22291,10,106,125798
22292,0,96,97491
22293,2,102,133106
22294,4,112,142934
22295,0,90,122567
22296,19,113,144507
22297,5,87,104327
22298,7,102,139680
22299,1,123,157003
22300,8,102,122609
22301,2,122,148974
22302,24,102,111897
22303,2,115,220905
22304,2,109,190920
22305,10,117,154583
22306,12,87,97798
22307,0,99,120679
22308,0,98,130038
22309,29,103,132150
22310,3,109,129108
22311,3,94,135484
22312,7,108,151269
22313,1,105,150078
22314,9,107,150215
22315,10,99,115402
22316,4,120,156996
22317,10,98,124840
22318,2,106,129455
22319,36,105,142081
22320,3,108,129055
22321,0,96,107570
22322,8,109,119319
22323,8,98,143363
22324,17,89,120620
22325,3,86,117629
22326,4,108,132482
22327,2,105,122885
22328,17,112,123719
22329,11,105,142763
22330,23,91,141763
22331,8,81,86202
22332,2,102,115212
22333,19,122,162075
22334,8,113,142827
22335,4,120,133803
22336,8,110,152114
22337,11,102,174394
22338,7,111,143582
22339,8,108,132096
22340,21,102,114527
22341,7,100,180132
22342,5,95,99340
22343,35,112,149574
22344,5,104,135997
22345,34,97,116319
22346,13,114,116822
22347,5,108,134889
